username,transacion_date,amount
hollandjoshua,2023-01-26 23:11:34.427123,568.56
fjones,2023-01-14 04:57:19.329680,107.7
shannon37,2023-03-17 21:28:01.351600,51.78
christopher10,2023-04-08 01:00:09.087782,330.03
smithkristy,2022-12-14 14:59:54.802714,709.73
schmidtheather,2023-02-26 15:18:46.408344,628.89
michael53,2023-04-01 12:36:22.981566,487.24
mollybean,2023-02-05 01:44:19.455842,841.67
sherry93,2023-03-25 01:23:46.422737,693.23
vespinoza,2023-03-20 18:38:58.053618,681.53
jonesnatalie,2022-12-30 20:06:00.947322,125.53
espinozaerin,2023-04-08 19:43:10.563826,486.88
robertknox,2023-02-17 23:09:14.567527,961.05
mariah35,2023-03-21 12:55:30.227767,645.62
scott10,2023-01-28 06:11:21.672178,180.46
moorebilly,2023-01-06 01:52:11.447291,466.64
lopezjonathan,2023-02-08 16:36:07.048416,908.05
ohammond,2023-03-01 11:27:54.633638,885.06
cherylhampton,2023-02-05 03:21:38.161822,833.89
becky79,2023-02-19 07:47:55.731455,321.32
tina88,2023-02-12 20:23:20.201163,956.13
drew83,2023-03-15 18:14:41.788376,192.74
jennyfowler,2023-02-12 21:23:40.969403,862.75
jennifer90,2023-01-08 05:25:35.555285,59.93
qmcdonald,2022-12-14 13:59:17.487376,949.44
toddglover,2023-04-03 22:20:15.449223,305.43
jose99,2023-03-08 17:59:53.518635,239.92
lawrence20,2023-01-02 20:31:51.695258,150.95
mbrown,2023-01-12 18:52:13.891229,520.53
monicasantana,2023-01-17 03:45:37.034904,632.44
jesse46,2023-01-05 00:01:11.688669,97.21
davisjessica,2023-01-01 02:29:22.552229,470.01
obrienjennifer,2022-12-21 20:57:38.793691,860.83
yevans,2023-01-31 08:33:09.064710,538.85
vkaiser,2023-03-10 21:43:33.806434,356.02
williamsstacey,2023-04-07 18:12:14.018058,732.43
mullenrachel,2023-02-15 19:20:16.682864,776.26
wrobinson,2023-03-14 14:21:27.000129,526.08
jmcintyre,2023-03-31 10:48:48.759440,921.14
rjones,2023-03-08 18:03:12.787882,539.72
kelly15,2023-03-16 17:52:07.562256,510.44
weeksjanice,2023-01-28 22:38:38.183408,377.07
bradley99,2023-04-02 04:52:45.972380,973.8
ricardo09,2023-02-20 01:44:36.993163,985.14
williamsdustin,2023-02-11 22:46:43.371836,780.21
brooke83,2022-12-14 12:57:03.363585,362.33
wbutler,2023-03-09 04:25:04.441943,273.77
stacy74,2023-01-31 05:50:52.896622,331.5
smithbobby,2023-02-26 13:24:28.128368,111.2
darrenfoster,2023-01-14 01:47:58.295014,343.94
ladkins,2023-02-27 00:23:18.773719,424.83
hannahlucas,2023-03-04 13:55:37.714936,982.93
uscott,2023-03-28 06:53:14.642077,511.7
wrhodes,2023-02-28 19:45:33.627355,212.64
inelson,2023-04-04 17:08:54.745582,116.4
stephanie29,2023-02-17 21:42:21.399433,900.36
barneschristopher,2023-01-15 09:25:34.811083,690.86
markphillips,2023-01-01 22:55:09.893097,143.5
barbara95,2023-02-18 19:51:28.209809,441.01
jordanpaul,2023-02-21 16:44:58.731816,333.77
garciashane,2023-03-29 15:25:16.059836,366.98
robert86,2022-12-27 13:37:09.185678,745.81
shawn07,2022-12-27 12:08:47.152299,549.33
mhowell,2023-01-21 01:32:51.971638,131.16
hendrixellen,2023-02-07 14:56:57.337459,997.17
greeneamber,2023-04-06 03:46:20.004278,997.83
fmckenzie,2022-12-13 22:01:00.908872,495.79
solomontraci,2023-03-26 09:30:02.904314,833.2
campbellkyle,2023-04-05 20:50:40.432036,729.69
kimberlyduncan,2022-12-29 22:46:59.495836,120.1
heathercarr,2023-01-16 16:51:24.971250,910.3
benjaminjames,2023-03-15 12:32:54.338230,995.85
iparsons,2022-12-11 20:24:46.711121,751.05
dominicdelgado,2023-01-14 02:58:28.369010,495.67
karla36,2023-03-13 15:53:22.748228,142.1
pamela39,2023-03-28 17:40:03.901799,509.95
rodriguezmark,2023-02-28 04:53:41.986175,808.16
tnolan,2022-12-22 08:40:57.721964,655.28
sarahanderson,2023-04-06 15:49:10.819366,100.18
benjamin18,2023-03-01 22:21:22.712049,312.77
bwilliams,2022-12-11 23:23:33.460453,483.91
coryadkins,2023-03-31 20:32:08.218821,957.01
travischarles,2023-04-02 06:46:08.290768,802.65
johnsonangela,2023-01-27 08:43:01.494867,942.35
nancykidd,2023-02-25 20:06:54.956987,502.42
laurie97,2023-03-04 23:59:39.203679,447.56
leenatalie,2023-01-24 23:45:32.512892,470.6
lcarter,2023-02-16 08:32:23.141986,619.73
kstrickland,2023-01-04 19:17:18.679240,664.81
jesseorr,2023-01-02 08:39:39.485613,555.84
christopherwilson,2023-03-09 18:55:01.374540,760.33
jessicadavis,2023-04-08 19:39:31.869092,749.36
jacqueline91,2023-03-18 10:22:20.374632,566.11
heather97,2023-02-19 09:22:29.799050,672.15
lisawatson,2023-03-04 08:25:38.378187,546.24
walkerbarbara,2022-12-28 02:47:10.296422,115.52
leemanuel,2023-03-17 21:04:08.974774,360.37
barbermichael,2023-02-26 14:24:59.837347,845.5
lmueller,2023-02-18 08:53:42.589496,296.92
veronicajones,2023-03-19 01:01:07.676913,974.99
allennoah,2022-12-23 06:52:30.548191,734.44
christopher55,2023-01-10 21:10:08.743809,555.48
williambuchanan,2023-01-10 20:37:53.402014,788.53
ohaney,2023-02-22 09:45:32.696375,796.89
bookerpatrick,2023-01-10 12:54:48.784232,690.98
leslieadams,2023-03-11 23:30:55.366242,118.51
victoriasmith,2023-01-09 17:47:35.733532,904.71
jasmine38,2023-03-09 05:53:52.488009,595.33
sharonmelendez,2023-02-22 18:21:46.613169,887.77
april83,2022-12-30 08:50:36.692293,396.35
davidromero,2023-02-18 06:38:52.038760,355.49
penaclaudia,2023-02-18 22:06:45.197746,443.94
wallacemary,2023-02-28 19:52:32.223431,815.82
laurie63,2023-01-01 20:26:04.433862,105.32
snyderamy,2023-01-24 06:59:36.268175,446.43
qpena,2023-01-21 06:36:16.799435,948.17
wcallahan,2023-02-23 03:14:57.168081,157.2
abigail49,2023-03-24 04:18:08.939665,245.87
ruizjoshua,2023-01-22 03:20:04.766748,474.05
ray49,2023-02-23 08:21:09.343060,953.98
qbond,2022-12-14 00:48:00.159104,512.56
joshua09,2023-04-07 23:13:25.381718,631.49
gharrison,2022-12-29 04:39:30.340361,53.01
matthewsjennifer,2023-04-07 17:06:21.191375,724.92
jamesparker,2023-03-04 04:47:12.662375,530.28
christopherfernandez,2022-12-12 01:26:42.274652,457.66
diazzachary,2023-03-18 14:01:03.510327,894.7
jamie25,2023-02-01 00:53:30.513298,55.07
timothybrown,2023-02-02 20:53:27.789987,635.43
kelleybobby,2023-02-27 20:46:37.097308,246.13
james96,2023-02-02 12:28:10.626561,513.76
lorraine15,2022-12-26 10:11:47.050488,222.21
jenny27,2022-12-17 12:19:00.304171,192.41
darlenebradley,2023-01-07 16:38:21.144453,68.63
grantjennifer,2023-01-20 12:21:35.595119,860.61
xferguson,2023-02-02 18:20:01.452895,89.86
troyprice,2022-12-30 11:18:52.558901,883.9
michaelfuller,2023-02-11 03:16:16.215941,178.43
bakerchristopher,2023-03-04 15:44:04.167264,402.28
grant32,2023-02-06 05:14:50.213818,76.69
samantha97,2023-03-25 09:10:58.469335,628.68
opoole,2023-01-06 17:50:56.329344,318.4
lisa46,2023-01-01 18:50:11.328727,263.72
salazarkevin,2023-01-27 06:45:17.111811,602.46
john49,2023-04-04 15:15:26.523789,791.68
fischerdavid,2023-04-06 01:28:53.700559,745.28
donald58,2023-01-31 10:29:19.862503,457.09
utaylor,2023-01-20 09:00:37.894373,654.43
kenneth61,2023-01-23 12:45:04.111578,681.19
tmurray,2023-03-12 09:18:48.083795,240.2
zgarza,2023-03-25 01:19:24.487359,127.18
yangkimberly,2023-03-12 11:44:21.322179,961.02
kristinmorgan,2023-04-05 05:16:35.492498,630.96
erivas,2023-04-09 10:51:19.933927,557.82
christopher67,2022-12-31 14:22:42.850258,748.03
karen96,2023-01-31 20:02:13.420437,630.39
melissa96,2023-03-05 07:10:13.865494,122.49
yhawkins,2023-01-17 17:05:12.580144,571.89
dcarrillo,2023-02-01 10:03:05.996030,333.68
rosecraig,2023-02-28 02:14:04.255918,73.43
michellemccarthy,2023-03-27 21:33:00.493359,242.75
vmarshall,2023-01-02 04:12:19.434569,245.49
ehart,2023-02-06 20:23:37.421484,816.13
yubrandon,2023-02-08 14:48:03.956898,583.66
angelataylor,2023-01-21 08:50:21.157511,61.14
amanda50,2023-02-22 23:38:40.066228,667.76
fgarrison,2023-02-19 12:43:52.848585,215.3
hgibson,2023-03-16 00:33:11.620466,113.31
davisgerald,2023-03-26 07:17:54.733410,515.7
reyesjonathan,2023-03-30 06:12:13.953969,226.11
jessica12,2022-12-30 12:59:16.504339,687.11
blackmatthew,2023-02-04 10:27:40.472584,325.77
michael33,2022-12-15 13:36:17.719381,748.93
andrewsmichelle,2023-01-20 14:03:05.935838,823.3
rojasrodney,2023-02-12 19:46:40.018939,663.64
barbarabrooks,2023-04-06 14:57:42.402587,964.94
ncooper,2023-01-24 17:19:26.309737,782.45
shelbybrown,2022-12-14 13:17:02.554757,85.67
jdaugherty,2023-03-19 23:47:08.234196,949.78
brendasharp,2023-02-20 14:37:18.737793,126.46
hubbardbrenda,2023-01-17 04:22:10.168440,889.7
aaronmeyers,2023-04-07 15:01:28.685546,968.26
robert83,2023-01-05 16:21:35.349829,515.77
shirleyschmidt,2023-01-15 13:25:01.282252,99.27
amberrodriguez,2023-02-16 18:02:44.615410,489.8
williamsjared,2023-02-19 19:36:59.051974,718.13
santoshayley,2023-03-12 05:45:07.115890,496.34
kburgess,2023-01-27 18:14:30.081327,313.47
pennytorres,2023-02-11 14:15:47.106743,311.04
christina36,2023-02-24 07:19:32.664556,126.93
christopherhernandez,2022-12-19 11:35:16.066142,517.43
alex87,2023-01-02 01:54:16.137051,352.44
eric59,2023-02-14 21:33:46.213761,409.27
stephen91,2023-03-11 17:31:06.696069,871.32
teresarodriguez,2023-02-04 20:35:35.417550,449.85
spencer50,2023-01-21 02:31:38.808049,56.42
shariscott,2023-02-03 21:25:24.332981,913.2
christina60,2023-01-23 15:02:51.731938,238.04
pwilliams,2023-01-12 08:58:54.217501,543.29
carolynsmith,2023-03-04 16:14:42.829222,941.73
tcook,2023-01-11 21:33:46.213786,231.18
cindyhudson,2023-01-14 17:58:24.271849,125.78
jonathanhumphrey,2022-12-20 16:07:42.855990,598.2
rodneyjimenez,2023-01-06 04:58:52.742982,660.97
rdean,2023-01-21 06:36:47.947132,360.44
pharding,2022-12-12 10:50:32.449623,467.35
ashleygonzalez,2023-01-25 11:02:56.786963,667.16
alexanderzachary,2022-12-24 05:22:48.544435,323.41
barrettmatthew,2023-03-11 01:00:47.495848,274.67
taylorjason,2023-03-22 17:43:10.099308,876.94
jennifer21,2023-03-26 01:08:04.411351,191.82
jeffreyaguirre,2023-03-29 03:34:33.777215,606.43
butlercourtney,2023-02-26 05:17:32.714910,864.21
millerwendy,2022-12-23 00:52:03.176477,241.62
natalie38,2023-03-02 17:05:51.554187,568.18
charlottemiller,2023-01-01 07:47:36.446252,583.71
melvinmunoz,2023-02-07 06:46:36.700187,816.67
warrenlisa,2023-03-14 23:38:41.764396,183.76
hunterjason,2023-02-08 10:48:44.231969,106.57
valdezrobert,2023-04-01 20:40:41.715806,546.02
robert08,2023-01-22 19:06:20.184994,341.56
natalieboyd,2022-12-24 09:36:15.283762,841.5
vdavis,2023-04-03 14:38:07.375222,843.24
dixonjamie,2023-03-22 12:44:35.604673,667.19
donald61,2022-12-11 15:59:54.389386,424.55
ayoung,2023-02-08 00:51:27.283853,128.57
martinezmelanie,2022-12-25 09:32:54.581256,872.45
martinezchristina,2022-12-18 20:05:49.378711,413.4
farmerkatherine,2023-03-29 21:01:39.928994,511.12
jessicamitchell,2023-02-18 15:17:31.848699,510.74
johnferguson,2023-04-02 19:08:22.992355,945.15
kaufmansherri,2023-01-13 13:25:55.108318,855.26
smartinez,2023-02-07 00:38:25.985275,615.08
teresaking,2023-01-12 11:37:19.986665,472.24
toddphillips,2023-03-19 19:40:39.171351,248.79
jbrown,2023-01-11 21:26:06.183022,836.39
sotorobert,2023-02-13 09:52:20.198978,191.55
michaelcarter,2023-01-04 06:09:02.447965,728.48
michael28,2023-02-11 20:29:42.337273,734.44
victoredwards,2023-03-28 05:07:17.436961,481.64
broman,2023-03-06 10:45:43.394900,580.13
andrew41,2022-12-13 21:22:30.510867,147.32
ramirezteresa,2023-03-03 01:10:08.599677,307.35
whiteangela,2022-12-13 00:24:33.311415,423.43
acollins,2022-12-20 02:15:02.248263,476.83
hallphillip,2023-01-19 13:38:28.959092,996.81
isaacevans,2022-12-12 03:14:20.759182,624.07
stephaniediaz,2023-02-23 15:37:46.468234,212.45
austin10,2023-02-19 00:29:16.033050,565.7
rhall,2023-01-31 10:16:27.703590,114.39
maryanderson,2023-01-02 04:25:10.530842,187.3
kerrirandolph,2023-01-21 00:00:16.767704,716.55
jmoreno,2023-01-26 02:58:36.090382,847.57
stevensconnor,2023-01-23 00:38:31.709169,190.6
georgebond,2022-12-22 07:41:51.148459,875.74
antonio12,2023-03-20 03:41:58.757585,488.07
mramos,2023-03-28 06:45:22.868858,234.81
marshallselena,2023-01-16 23:58:35.909846,513.87
stonetheresa,2022-12-25 01:54:57.364590,223.67
kellykemp,2023-01-15 14:27:25.767883,977.31
pearsondavid,2023-02-04 14:57:22.005785,890.3
vwarner,2023-02-24 06:16:44.865454,162.06
vanessa28,2023-04-08 01:44:01.432233,270.06
tami17,2022-12-09 06:43:33.351032,584.74
reneevargas,2023-02-20 13:16:44.799796,943.12
meghan06,2023-01-13 02:45:30.050126,471.49
omaddox,2023-02-20 12:14:25.916952,494.45
jamesadams,2023-02-20 12:54:03.637057,341.4
brownjohn,2022-12-30 08:17:40.498399,393.09
sanchezlisa,2023-02-26 23:26:51.524137,629.33
qdavis,2023-02-06 17:21:49.266435,268.43
bryan41,2023-02-12 10:43:14.466954,658.0
ipena,2023-03-31 02:32:14.008339,390.72
mirandarebecca,2023-02-22 16:46:48.366205,140.84
lance77,2023-03-11 16:00:33.213125,517.09
aparker,2023-03-26 01:29:32.000000,366.87
joseph50,2023-01-06 08:38:16.000000,949.04
granttimothy,2023-02-14 04:29:53.000000,201.27
johnsonangela,2023-01-27 09:08:02.000000,663.18
teresagraham,2023-02-09 10:53:20.000000,653.67
ladkins,2023-02-27 00:51:30.000000,805.8
wellschristopher,2023-02-17 01:57:43.000000,688.99
amyers,2023-01-23 11:16:53.000000,856.55
christopherwilson,2023-03-10 12:18:08.000000,433.97
stephen91,2023-03-12 02:33:19.000000,114.01
gallagheranthony,2023-02-15 12:20:08.000000,173.73
qherrera,2023-03-12 13:03:37.000000,407.29
charlottemiller,2023-01-02 06:38:26.000000,939.69
melissa96,2023-03-06 01:47:47.000000,937.11
james96,2023-02-02 18:23:39.000000,343.41
natalie47,2022-12-18 10:44:05.000000,591.41
karen96,2023-02-01 19:21:16.000000,431.29
amber12,2023-03-23 01:46:32.000000,403.45
katelyn06,2023-03-29 22:17:58.000000,787.62
austin10,2023-02-19 11:07:13.000000,758.41
claytonhodge,2023-04-04 07:48:33.000000,185.41
christopherroberts,2023-03-10 22:53:30.000000,954.81
hallphillip,2023-01-19 13:39:25.000000,328.85
kimberlyduncan,2022-12-30 17:18:23.000000,732.7
kjohnson,2023-01-03 03:37:32.000000,511.25
drew83,2023-03-15 19:29:44.000000,264.58
eparrish,2023-01-22 22:08:54.000000,643.67
madison17,2023-01-07 10:56:20.000000,684.32
carrievalenzuela,2023-03-12 18:15:26.000000,90.13
valdezrobert,2023-04-02 18:19:09.000000,161.19
barbermichael,2023-02-27 00:52:30.000000,521.12
angela99,2023-04-03 16:46:07.000000,611.15
penaclaudia,2023-02-19 03:54:26.000000,937.76
brandon90,2022-12-31 22:12:08.000000,221.9
april83,2022-12-31 00:03:41.000000,535.03
lindsayvance,2023-03-21 05:31:57.000000,846.89
hjacobs,2023-01-24 18:11:28.000000,499.06
davisgerald,2023-03-26 20:26:31.000000,547.43
edwardskim,2023-03-10 08:12:12.000000,488.22
tami17,2022-12-10 03:02:21.000000,930.31
cadams,2023-03-05 15:24:00.000000,825.29
barryrebecca,2022-12-19 11:51:36.000000,388.27
knewton,2022-12-23 21:09:07.000000,792.29
tyronealexander,2022-12-23 13:41:48.000000,738.07
wrobinson,2023-03-15 11:02:19.000000,381.91
pennytorres,2023-02-12 00:35:52.000000,440.58
walkerbarbara,2022-12-28 18:32:46.000000,315.52
shannon37,2023-03-18 09:23:37.000000,385.59
rdean,2023-01-21 19:07:54.000000,943.86
christopher55,2023-01-11 10:41:44.000000,435.02
qdavis,2023-02-06 19:16:33.000000,780.46
victoredwards,2023-03-28 12:46:16.000000,868.8
barneschristopher,2023-01-15 19:15:48.000000,741.75
james76,2023-01-20 01:44:43.000000,820.43
lellis,2023-01-12 13:37:51.000000,557.88
michael33,2022-12-15 18:07:35.000000,971.89
christopher10,2023-04-08 11:22:35.000000,382.23
gwilson,2022-12-16 12:46:53.000000,713.92
markrodriguez,2023-02-13 13:34:16.000000,214.52
andersonriley,2022-12-28 13:31:31.000000,293.77
brittany02,2023-03-10 15:40:08.000000,212.22
emartin,2023-01-12 08:46:31.000000,833.94
lroberson,2022-12-25 21:03:29.000000,782.96
alexanderzachary,2022-12-24 17:17:42.000000,699.91
darlenebradley,2023-01-08 10:16:23.000000,612.77
hoganjennifer,2023-04-08 17:26:58.000000,314.93
williamscynthia,2023-04-02 15:28:50.000000,284.55
cohenstacy,2023-01-08 00:43:41.000000,588.07
inelson,2023-04-04 20:55:59.000000,452.12
sherry28,2022-12-25 22:12:22.000000,285.47
carolyn05,2023-01-28 03:52:20.000000,834.46
icole,2023-01-09 12:39:11.000000,199.93
jordanpaul,2023-02-22 04:04:32.000000,761.86
kevin60,2023-02-03 19:57:53.000000,239.8
taylor69,2023-01-01 16:35:53.000000,186.41
hubbardbrenda,2023-01-18 00:28:10.000000,335.82
heather59,2022-12-20 18:44:13.000000,503.06
johnsonelaine,2022-12-15 11:08:24.000000,778.94
wallacemary,2023-02-28 23:49:34.000000,372.13
john67,2023-01-28 07:25:53.000000,667.69
vbarker,2022-12-28 10:23:12.000000,862.49
pattersonmegan,2023-04-07 15:02:36.000000,880.25
qmcdonald,2022-12-15 12:57:46.000000,426.09
carl89,2023-01-14 21:43:01.000000,644.81
james60,2023-02-09 12:35:24.000000,545.32
fgarrison,2023-02-20 04:33:33.000000,629.54
pabbott,2022-12-09 16:33:32.000000,877.32
dward,2022-12-18 18:39:18.000000,436.7
michealreyes,2023-01-27 16:29:36.000000,874.2
yhawkins,2023-01-18 06:39:19.000000,312.73
craigedwards,2023-01-05 00:17:57.000000,486.14
shariscott,2023-02-04 00:44:25.000000,60.95
tuckerstephen,2023-02-07 14:10:09.000000,585.1
gramos,2023-01-12 23:54:38.000000,289.67
julia95,2023-01-06 17:50:32.000000,410.09
amberrodriguez,2023-02-16 22:50:56.000000,908.82
coryadkins,2023-03-31 23:08:07.000000,723.07
mcneilalexander,2023-02-13 00:55:47.000000,816.34
grahamjames,2023-03-02 10:08:17.000000,968.74
garciashane,2023-03-29 19:56:43.000000,950.53
hunterjason,2023-02-09 07:25:17.000000,515.5
amanda69,2023-02-25 03:54:42.000000,882.87
gabriella40,2023-02-11 12:18:44.000000,800.05
ycooper,2023-02-28 23:26:29.000000,746.29
deannaperez,2023-01-08 08:57:00.000000,781.41
adamnunez,2023-01-18 17:54:55.000000,930.36
khancock,2023-03-19 19:17:52.000000,936.57
feliciasantiago,2023-01-13 04:47:47.000000,790.67
paul28,2023-01-23 03:42:19.000000,609.98
jesse46,2023-01-05 20:08:58.000000,578.55
tina88,2023-02-13 15:07:48.000000,503.36
dawn93,2022-12-22 02:16:42.000000,290.91
jason01,2023-03-07 18:58:06.000000,845.34
bowmanmatthew,2023-03-20 16:13:23.000000,395.23
cwagner,2022-12-31 06:32:24.000000,836.66
catherine85,2023-01-11 01:20:02.000000,751.88
loriturner,2023-03-10 04:50:01.000000,115.81
myersdiana,2023-03-21 20:22:28.000000,753.38
petersbrian,2023-03-26 12:34:41.000000,322.54
alexishiggins,2023-01-23 01:08:21.000000,676.75
pamhoffman,2023-02-03 11:25:09.000000,591.65
mnichols,2023-01-05 19:37:09.000000,797.21
christopher04,2022-12-26 20:41:56.000000,173.47
jennifer21,2023-03-26 03:15:36.000000,425.53
yscott,2022-12-28 17:22:11.000000,235.45
george28,2022-12-21 12:29:56.000000,703.59
heathersmith,2023-03-27 01:25:17.000000,366.02
ypatterson,2023-01-24 13:14:19.000000,647.52
stacy98,2022-12-29 08:57:22.000000,242.75
payneanthony,2022-12-17 06:11:38.000000,954.33
mccarthyjames,2022-12-28 07:47:53.000000,380.65
dmalone,2023-01-17 07:45:21.000000,283.23
jadams,2023-01-21 00:18:21.000000,431.21
patriciapowell,2023-01-30 04:56:15.000000,308.59
ebrady,2023-02-20 11:46:08.000000,281.7
millerwendy,2022-12-23 08:58:34.000000,468.88
jamie25,2023-02-01 16:03:30.000000,60.99
martinevans,2023-01-20 18:36:31.000000,769.02
markphillips,2023-01-02 11:27:26.000000,285.77
ray49,2023-02-23 17:23:58.000000,702.98
hlittle,2023-01-28 05:54:27.000000,582.72
ryanwilliams,2023-04-01 10:32:50.000000,600.72
mbrown,2023-01-12 22:21:14.000000,918.44
padillaphillip,2023-02-15 21:11:14.000000,742.96
mariah35,2023-03-21 20:12:03.000000,257.85
bensonmichael,2023-01-01 21:37:29.000000,199.34
pwilliams,2023-01-13 03:22:55.000000,464.47
jonesrobert,2022-12-25 21:12:57.000000,989.49
ryan42,2023-03-13 06:17:21.000000,663.0
mary68,2023-03-01 10:51:22.000000,816.73
brownmark,2023-02-25 01:02:34.000000,208.42
powelllaura,2023-03-31 17:41:46.000000,846.43
zgarza,2023-03-25 10:08:15.000000,597.88
anna51,2023-01-04 15:00:47.000000,522.83
james13,2023-03-29 21:11:30.000000,508.82
hendrixellen,2023-02-08 07:25:27.000000,894.52
michellemccarthy,2023-03-27 22:11:07.000000,977.27
andrew41,2022-12-14 06:42:49.000000,796.18
jamesparker,2023-03-04 11:37:06.000000,357.52
sharonmelendez,2023-02-23 11:23:36.000000,281.04
escobarjesse,2023-03-15 07:43:52.000000,300.79
edward39,2023-03-30 12:16:07.000000,177.74
omoore,2023-04-02 02:31:18.000000,720.23
brownjohn,2022-12-30 20:51:20.000000,134.28
laurie97,2023-03-05 15:23:52.000000,352.03
espinozaerin,2023-04-09 06:23:52.000000,703.13
rosecraig,2023-02-28 07:53:58.000000,203.52
garciajames,2022-12-14 02:19:56.000000,999.3
adamcurry,2023-02-06 19:26:47.000000,734.45
janetcrawford,2023-02-03 19:52:48.000000,682.04
khall,2023-01-17 11:58:02.000000,226.12
baxtertiffany,2023-03-01 12:59:47.000000,639.01
fpeterson,2023-02-14 19:18:53.000000,310.03
jenna73,2022-12-10 12:30:30.000000,854.89
kelleybobby,2023-02-28 11:24:26.000000,749.36
cookashley,2023-04-05 17:57:52.000000,812.41
brenda58,2022-12-20 19:30:37.000000,454.27
ethompson,2023-03-21 05:15:23.000000,731.72
charles56,2023-03-26 01:17:46.000000,357.55
dedwards,2023-01-09 14:10:59.000000,594.26
qbond,2022-12-14 05:27:24.000000,55.04
ksanchez,2023-01-29 13:33:55.000000,522.05
harristimothy,2023-03-08 21:19:40.000000,490.69
steven98,2022-12-21 09:25:19.000000,375.88
tracibrewer,2022-12-10 12:39:54.000000,358.81
youngtravis,2023-02-08 11:01:28.000000,886.13
toddphillips,2023-03-19 21:54:05.000000,895.27
jefferybrown,2023-02-12 09:58:30.000000,848.82
